1 1052.5 22.2291
2 1100.19 156.428
3 1106.68 13.1435
4 1045.05 130.82
5 1105.15 47.2208
6 1109.62 52.5138
7 1080.8 38.9117
8 1073.23 31.9552
9 1304.53 228.412
10 724.763 182.634
11 1058.57 40.64
12 1101.39 34.4475
13 1109.97 43.1694
14 1086.34 46.5009
15 1094.87 37.2329
16 1111.93 48.3896
17 1094.75 58.104
18 1120.84 48.3921
19 1106.49 74.8816
20 1084.74 56.0766
21 610.758 231.62
22 1161.07 89.6841
23 970.985 184.333
24 1142.22 35.3831
25 1074.84 79.1073
26 1104.96 37.6206
27 1113.28 207.462
28 1089.81 35.0642
29 1084.39 181.897
30 1112.01 171.76
31 1091.46 172.276
32 1112.81 69.0683
33 1078.98 17.4257
34 1120.21 96.5013
35 1059.73 159.907
36 1094.25 40.6707
37 1082.53 19.9552
38 1112.94 27.0723
39 1100.73 36.8498
40 1071.14 40.7719
41 1082.86 36.5432
42 1100.91 35.3102
43 1100.46 44.7354
44 1056.93 61.3003
45 1108.47 25.0921
46 1092.32 31.8504
47 1093.87 47.4232
48 1099.31 29.9399
49 1168.38 89.2409
50 1099.62 33.3555
51 1091.47 31.3443
52 1107.18 15.2125
53 1100.5 28.355
54 1105.33 32.2699
55 1095.59 24.6535
56 1405.62 249.784
57 1097.38 21.9012
58 1115.16 48.1312
59 1096.76 41.4523
60 1108.17 28.4198
61 1076.37 170.698
62 1504.57 131.089
63 1104.41 27.7216
64 1089.1 92.3417
65 1097.34 51.7278
66 1035 13.8932
67 722.978 163.067
68 1099.3 129.102
69 1097.97 48.0477
70 1100.7 61.3553
71 1034.27 95.0393
72 1092.57 103.386
73 1024.38 184.907
74 1097.18 20.1453
75 1697.01 262.602
76 1099 48.4858
77 1109.98 60.2233
78 1106.04 51.4495
79 1087.58 40.3795
80 1450.62 218.455
81 1093.46 23.7366
82 1107.09 25.8823
83 1098.96 25.0033
84 1105.7 26.2279
85 1098.51 26.8213
86 1099.12 26.6681
87 1102.28 31.7839
88 1105.91 35.7803
89 1096.13 24.5062
90 1090.19 25.1814
91 1097.89 27.6703
92 1135.05 105.867
93 1096.76 16.4278
94 1108.21 38.5545
95 1090.93 43.1484
96 1142.13 62.8207
97 1091.22 41.9748
98 1079.31 38.9418
99 1197.09 146.017
100 1100.25 52.8392
101 1096.26 17.2647
102 1106.2 33.2977
103 1107.47 35.4177
104 1117.14 64.5925
105 1077.65 78.4276
106 1160.76 62.8688
107 1118.35 55.0674
108 1056.61 64.3796
109 1107.69 24.616
110 1100.24 12.6729
111 1111.47 28.2587
112 1094.53 27.5108
113 1110.64 23.1246
114 1111.52 25.5537
115 1097.29 21.75
116 1097.12 21.1072
117 1107.27 25.1284
118 1100.85 26.913
119 1098.71 37.0471
120 1104.26 23.6554
121 1215.71 4.9721
122 1104.94 15.8606
123 1101.29 24.674
124 1107.41 20.2274
125 1112.4 25.9537
126 1106.53 30.4893
127 1094.53 24.6344
128 1091.31 13.3718
129 1107.18 42.6227
130 1143.94 227.483
131 1114.49 49.9475
132 1110.24 55.3295
133 1145.84 72.6107
134 1087.93 40.291
135 1104.36 181.605
136 1084.85 43.298
137 1084.49 31.4606
138 1416.38 169.25
139 659.292 214.743
140 1094.14 49.2717
141 1092.03 35.8727
142 1094.64 25.7421
143 1093.82 37.1139
144 1090.4 28.4997
145 1097.41 25.8966
146 1100.77 20.3795
147 1104.02 27.9005
148 1099.04 43.5017
149 1093.46 19.0409
150 1100.96 20.8921
151 1098.7 21.7152
152 1098.07 24.2154
153 1099.19 28.1388
154 1097.78 19.7173
155 1093.95 26.1316
156 1098.05 24.0751
157 1094.77 21.9139
158 1094.16 23.6994
159 1115.78 38.2592
160 1103.96 28.683
161 1094.18 22.3763
162 1114.54 38.3377
163 1094.06 21.956
164 1102.26 12.3818
165 1100.7 21.2007
166 1100.16 40.8621
167 1088.48 26.6375
168 1089.98 60.0176
169 1066.66 85.1776
170 1110.98 54.316
171 1119.9 26.1532
172 1083.28 85.0794
173 1106.27 44.9874
174 1113.6 45.9356
175 1090.24 51.0731
176 1102.28 44.8801
177 1089.54 23.5477
178 1106.5 29.1349
179 1088.38 34.993
180 1101.91 16.8172
181 1091.55 31.768
182 1098.17 26.7608
183 1101.03 28.5591
184 1097.62 24.3352
185 1101.58 25.1449
186 1096.36 26.5797
187 1100.41 22.7022
188 1097.48 21.5359
189 1103.24 23.0369
190 1101.27 23.8214
191 1099.18 20.1589
192 1096.69 18.6803
193 1101.3 25.384
194 1098.8 30.0871
195 1103.89 25.307
196 1094.33 36.0591
197 1091.99 39.4685
198 1100.61 27.3581
199 1090.04 28.1512
200 1099.11 38.5481
201 1103.46 35.4921
202 1101.21 13.0837
203 1371.53 159.428
204 966.795 196.237
205 1106.66 45.1549
206 1116.62 50.7093
207 1112.4 50.2908
208 1072 50.4765
209 1091.7 32.7854
210 1207.94 160.709
211 1105.52 23.7611
212 1098.39 21.8523
213 1094.88 25.3673
214 1101 17.8438
215 1097.28 16.0084
216 1101.55 22.1802
217 1098.72 21.6825
218 1099.41 23.7527
219 1099.94 21.9184
220 1102.56 21.834
221 1102.23 22.6724
222 1103.4 21.5215
223 1107.5 21.6399
224 1105.04 22.4297
225 1096.74 25.0795
226 1098.81 21.1607
227 1102.88 21.6402
228 1108.54 21.527
229 1479.8 159.659
230 1088.25 19.7166
231 1099.95 24.7532
232 1022.89 234.028
233 1096.9 29.0381
234 1097.71 32.9133
235 1095.27 44.3526
236 1102.08 37.2401
237 1095.25 38.5688
238 1476.81 198.058
239 1394.05 210.928
240 1117.81 42.8074
241 1079.2 81.6111
242 1092.8 22.983
243 1160.68 95.8747
244 1096.03 36.2705
245 1105.16 25.473
246 1095.19 23.3272
247 1108.08 14.8542
248 1102.9 22.102
249 1109.99 16.4249
250 1096.14 22.8883
251 1098.47 22.9103
252 1103.21 22.7068
253 1102.41 20.3166
254 1100.49 24.3582
255 1101.52 23.8909
256 1102.08 21.9637
257 1099.66 23.3454
258 1100.53 20.899
259 1101.73 22.8154
260 1099.32 24.7677
261 1101.01 19.5188
262 1101.35 19.5273
263 1105.07 19.6578
264 1095.82 21.6737
265 1097.41 21.6412
266 1103.6 23.0171
267 1109.32 33.5419
268 1089.51 25.3817
269 1100.19 21.1314
270 1106.92 44.3272
271 1131.65 67.5343
272 1100.47 36.8714
273 1444.32 232.346
274 1115.49 68.7821
275 851.682 200.924
276 1100.26 23.1956
277 1100.82 20.3321
278 1107.7 31.0872
279 1105.35 24.3415
280 1102.43 19.2971
281 1105.89 23.8864
282 1095.92 21.4551
283 1099.42 27.917
284 1098.88 23.2757
285 1104.91 22.1673
286 1100.88 23.4671
287 1101.8 21.1947
288 1103.77 22.9344
289 1101.18 22.5287
290 1100.67 23.143
291 1096.53 25.9906
292 1105.48 20.4509
293 1102.28 21.5642
294 1099.89 23.8717
295 1103.05 25.9959
296 1101.53 25.3528
297 1100.26 21.8632
298 1098.42 20.9987
299 1100.26 22.2032
300 1101.9 29.4216
301 1099.09 32.2684
302 1099.04 34.9907
303 1083.93 36.4227
304 1097.39 33.5075
305 1109.65 43.7672
306 921.807 207.285
307 937.557 217.258
308 1110.87 41.2055
309 1105.24 104.175
310 1103.36 39.0669
311 1099.33 22.0304
312 1097.36 25.6186
313 1099.18 21.3303
314 1098.96 21.2276
315 1102 23.8754
316 1105.02 21.4259
317 1106.18 24.1632
318 1103.43 22.6461
319 1101.36 22.3483
320 1102.27 21.8742
321 1103.04 24.7736
322 1103.84 23.815
323 1102.54 24.0458
324 1102.09 22.4293
325 1106.5 22.884
326 1102.4 22.7182
327 1105.66 22.4929
328 1103.45 22.0958
329 1103.17 25.5845
330 1104.48 24.7869
331 1099.72 24.8705
332 1104.25 22.169
333 1103.39 27.8275
334 1099.92 22.1179
335 1085.7 146.125
336 1105.07 14.6001
337 1106.4 23.3619
338 1078.27 50.0913
339 1096.72 37.0796
340 1090.41 48.0475
341 1101.8 39.6892
342 1108.8 24.7274
343 1098.22 50.3332
344 1093.04 33.1975
345 1105.68 38.1305
346 1103.69 20.6477
347 1101.01 27.6036
348 1105.98 24.0494
349 1104.15 22.4691
350 1104.98 22.2241
351 1106.23 24.219
352 1102.78 22.0044
353 1102.04 20.9755
354 1103.68 23.4815
355 1105.01 22.8735
356 1104.09 23.3396
357 1104.07 23.495
358 1104.61 22.8726
359 1103.86 23.4365
360 1100.27 23.1975
361 1103.35 23.8718
362 1103.96 23.4822
363 1105.69 22.0774
364 1104.83 20.4602
365 1100.32 22.776
366 1098.4 21.6515
367 1101.71 29.5276
368 1095.45 24.3722
369 1104.78 22.4686
370 1101.65 23.3655
371 1104.77 30.4512
372 1108.02 26.8746
373 1085.74 36.5627
374 1098.99 91.3449
375 830.533 137.861
376 1107.01 26.4085
377 1099.85 30.313
378 1101.45 34.4102
379 1104.05 26.7716
380 1102.79 26.9566
381 1098.61 22.1857
382 1106.05 20.6099
383 1105.01 23.8279
384 1109.13 21.5289
385 1104.78 22.5578
386 1103.77 23.7741
387 1103.82 24.0122
388 1104.46 23.6268
389 1105.6 23.9997
390 1104.98 25.2372
391 1109.47 25.2141
392 1107.34 24.8526
393 1106.48 25.6112
394 1105.41 22.2993
395 1102.7 23.7707
396 1102.77 22.6504
397 1102.8 24.2088
398 1102 23.0867
399 1103.92 25.7337
400 1104.1 20.7809
401 1100.94 27.5764
402 1097.84 26.6518
403 1173.37 68.6186
404 1095.28 20.8108
405 1105.71 17.3792
406 1098.55 33.1259
407 1086.62 15.7376
408 1101.09 35.7581
409 1092.06 39.7348
410 1103.83 30.0509
411 1093.64 19.6369
412 1093.01 39.7298
413 1099.07 28.5955
414 1099.53 23.0309
415 1102.28 23.5123
416 1100.94 21.8638
417 1104.61 25.0981
418 1106.24 22.1602
419 1103.34 23.6461
420 1105.19 23.675
421 1106.18 23.8895
422 1106.74 25.4683
423 1109.48 26.0685
424 1107.98 27.0794
425 1109.38 25.9134
426 1108.8 25.3443
427 1106.49 27.1451
428 1105.44 26.8363
429 1104.78 24.4382
430 1103.2 25.3607
431 1104.06 24.3552
432 1104.13 22.3009
433 1106 22.8949
434 1099.66 27.9602
435 1098.99 23.4324
436 1093.9 23.8385
437 1094.68 23.0472
438 1097.11 23.5992
439 1094.47 18.0049
440 1110.04 54.6655
441 1096.68 40.6587
442 1076.06 45.2083
443 1107.87 39.314
444 1103.92 70.4656
445 1101.83 22.4124
446 1103.6 21.3654
447 1100.71 21.4405
448 1103.02 19.2017
449 1099.53 21.9211
450 1102.21 21.5599
451 1100.71 20.0732
452 1107.07 23.2523
453 1104.82 24.4621
454 1102.1 23.013
455 1105.95 23.2611
456 1107.31 27.227
457 1107.12 26.7115
458 1109.85 25.9646
459 1110.55 26.4325
460 1109.19 26.4959
461 1108.19 26.5505
462 1108.57 26.7048
463 1107.38 25.9635
464 1107.17 23.6839
465 1104.58 24.5368
466 1104.84 24.0844
467 1105.68 24.5719
468 1101.36 23.9469
469 1101.5 26.2713
470 1099.7 26.2817
471 1100.38 19.7614
472 1091.6 22.4449
473 1102.3 24.6778
474 1107.79 26.5259
475 1098.6 26.1312
476 1091.66 42.1039
477 1099.88 46.7502
478 1097.71 24.4833
479 1095.53 31.7293
480 1095.76 20.2868
481 1094.57 28.7759
482 1100.28 24.8341
483 1104.49 24.5609
484 1101.19 22.9817
485 1101.75 22.6825
486 1105.16 23.9815
487 1101.6 23.2022
488 1103.1 24.887
489 1107.43 25.487
490 1107.81 24.9559
491 1108.86 25.7523
492 1107.28 27.6583
493 1102.91 29.6618
494 1105.25 27.4193
495 1105.17 27.0087
496 1109.75 25.1987
497 1108.48 25.1749
498 1106.45 23.4163
499 1105.35 24.2377
500 1104.27 25.4646
501 1104.51 26.6975
502 1098.57 22.1491
503 1101.95 24.3807
504 1097.39 21.8787
505 1097.96 22.1965
506 1107.32 25.7752
507 1102.71 27.7601
508 1086.3 43.8701
509 1094.37 28.7647
510 1100.04 47.864
511 1109.18 35.9284
512 1092.86 33.5356
513 1080.21 31.1218
514 1095.9 26.9203
515 1097.53 20.151
516 1108.93 21.8097
517 1100.4 26.5387
518 1103.7 24.3671
519 1105.42 24.3087
520 1102.96 22.8953
521 1103.87 24.2012
522 1106.82 24.7521
523 1107.92 24.8451
524 1107.48 25.073
525 1102.32 26.1958
526 1087.82 33.6478
527 1071.64 50.8441
528 808.667 286.352
529 1089.75 31.9611
530 1105.34 24.7004
531 1107.58 24.9669
532 1107.22 24.5678
533 1106.65 26.0191
534 1104.41 23.0608
535 1103.58 26.2727
536 1100.01 23.1197
537 1100.84 26.8433
538 1102.16 26.7392
539 1106.45 22.7416
540 1106.79 23.9983
541 1112.2 43.4982
542 1110.58 39.1405
543 1022.3 231.977
544 1113.71 41.8417
545 1084.31 46.8779
546 1102.7 37.885
547 1101.32 18.5386
548 1093.08 24.6814
549 1098.86 22.2148
550 1097.4 24.158
551 1100.14 24.0939
552 1107.27 24.3573
553 1101.84 23.0431
554 1105.33 23.5291
555 1103.61 24.9086
556 1107.26 24.0535
557 1110.46 24.392
558 1104.53 24.5329
559 1102.06 27.1607
560 935.552 174.823
561 0 0
562 0 0
563 1092.8 38.4642
564 1098.77 27.7688
565 1107.1 25.2685
566 1107.97 26.1011
567 1105.88 24.5631
568 1098.88 25.0458
569 1103.23 24.3771
570 1101.48 25.1179
571 1099.53 23.918
572 1104.47 24.1154
573 1105.02 16.7844
574 1097.96 24.2897
575 1100.89 30.0128
576 1102.48 20.1494
577 1113.74 48.74
578 1096.61 20.1155
579 1102.78 21.8347
580 1098.36 22.8833
