# Online RefPMT LMS + Module Gain Results (Run: 1400)
# Trigger Condition: 1200 LMS events per fit
# Fit Event Absolute Time Range:
#   Start Time (UTC): 2016-06-05 00:25:23.715235 UTC
#   End Time (UTC):   2016-06-17 08:02:42.296760 UTC
#   Start Time (EDT): 2016-06-04 20:25:23.715235 EDT
#   End Time (EDT):   2016-06-17 04:02:42.296760 EDT
#   Average Time (UTC): 2016-06-11 04:14:03.5997 (UTC)
#   Average Time (seconds since epoch, UTC): 1465618443.005998
#   Average Time (EDT): 2016-06-11 00:14:03.5997 (EDT)
#   Average Time (seconds since epoch, EDT): 1465604043.005998
# Formula: Module Gain = (Module LMS Mean - Module Pedestal Mean) × RefPMT Alpha Signal / RefPMT LMS Signal
# Reference PMT Params:
# RefPMT1: AlphaSignal=4534.991682, AlphaError=4.714958, LMSSignal=2373.545620, LMSError=0.986828, Valid=Yes
# RefPMT2: AlphaSignal=1922.425337, AlphaError=1.865324, LMSSignal=2373.293545, LMSError=0.827289, Valid=Yes
# RefPMT3: AlphaSignal=5381.890448, AlphaError=5.085429, LMSSignal=1339.529340, LMSError=0.936491, Valid=Yes
# Note: -1.0 = Fit failed / Invalid data

# G module
# module name	LMS_Mean	LMS_Err	Pedestal_Mean	Pedestal_Err	module signal(LMS-Pedestal)	signal error	gain1(RefPMT1)	gain1 error	gain2(RefPMT2)	gain2 error	gain3(RefPMT3)	gain3 error
G1	5144.847587	186.076868	622.138637	0.557273	4522.708951	186.077703	8641.269542	355.659183	3663.503951	150.774771	18171.101873	747.918237
G2	4889.937916	4.768148	663.189866	0.305621	4226.748050	4.777932	8075.794747	12.849432	3423.768442	5.238254	16982.005749	27.693925
G3	6678.379302	156.288004	679.068561	0.503724	5999.310741	156.288816	11462.524284	298.887404	4859.587216	126.696838	24103.714792	628.567826
G4	5386.671995	145.435657	590.532841	0.245920	4796.139154	145.435865	9163.696281	278.064994	3884.989047	117.874653	19269.675345	584.763389
G5	5656.101617	5.832680	537.755944	0.336509	5118.345673	5.842379	9779.317010	15.636903	4145.984143	6.377158	20564.219732	33.693707
G6	5362.237456	293.659774	509.255518	0.350135	4852.981938	293.659983	9272.302390	561.174622	3931.033081	237.906234	19498.055290	1180.074191
G7	4359.083375	4.242838	536.659574	0.270543	3822.423801	4.251455	7303.276583	11.526410	3096.255994	4.695772	15357.533074	24.852225
G8	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
G9	5222.454814	180.037243	643.626078	0.271090	4578.828736	180.037447	8748.494259	344.126240	3708.962337	145.884826	18396.576989	723.668118
G10	6223.552524	466.709499	598.651527	0.337681	5624.900997	466.709621	10747.161976	891.795361	4556.306242	378.075298	22599.431038	1875.309491
G11	6104.857569	228.798773	451.276942	0.322720	5653.580627	228.799001	10801.958429	437.319866	4579.537438	185.392874	22714.658544	919.644234
G12	4677.171169	228.250509	511.978269	0.329258	4165.192900	228.250747	7958.185002	436.196084	3373.907277	184.921362	16734.692708	917.264770
